GROUP_ID,ARTIFACT_ID,VERSION,LOC,USAGE_NUM,CLASS_NUM
org.kurento,kurento-repository-internal,6.9.0,2214,2,36
io.wizzie,normalizer-model,0.6.1,303,1,6
com.bigdullrock,spring-boot-starter-nifty,0.3.0,187,1,7
de.flapdoodle.wicket6,de.flapdoodle.wicket--requests,6.7.0,153,1,7
org.mule.tools.maven,mule-maven-plugin,2.1,2139,0,46
cn.mybatisboost,mybatis-boost-metric,1.1.5,80,2,1
com.videoamp,flint_2.11,1.2.6,13191,0,369
com.lifeonwalden,app-common,1.0.6,530,8,15
org.latestbit,scaletty_2.11,1.17.0,1383,0,17
io.github.nkxrb,budgiant-utils,1.0.0-RELEASE,848,0,5
org.openstreetmap.osmosis,osmosis-core,0.47.3,10829,16,283
com.jfinal,jfinal-undertow,1.6,2368,6,26
com.araguacaima.braas,braas-api,1.2,4251,0,60
org.opensingular,singular-support,1.8.2,2112,12,47
com.att.ajsc,ajsc-core,3.0.3-oss,25792,4,408
io.starter,stackgen-pro,0.9.25,1790,0,11
com.ycframe,yc.frame.webex,0.1.2,18233,0,216
com.github.heavensay,treasure-datatrail,1.0.3,469,0,15
com.kenticocloud,delivery-sdk-java,1.0.2,1967,1,41
com.citytechinc.cq.cq-component-plugin,cq-component-maven-plugin,6.4.0,14400,4,272
org.dspace,dspace-api,7.0-beta3,104817,43,1231
org.apache.accumulo,accumulo-core,1.9.2,185677,114,2796
org.fcrepo.camel,fcrepo-indexing-triplestore,4.7.0,82,3,1
net.comze,comze-orm,3.3.2,2316,0,85
com.blazegraph,BlazegraphBasedTPFServer,0.1.0,2345485,0,32972
com.github.lbroudoux.elasticsearch,amazon-s3-river,0.0.4,807,0,11
net.javapla.jawn,jawn-core,0.8.6,5377,11,125
org.owasp.esapi,esapi,2.1.0.1,17616,54,205
com.github.dennisit,vplus-data,1.1.5,5543,7,145
ws.palladian,palladian-core,0.6.0,35508,3,645
com.shapestone,authentication-service,1.0.39,1806,0,24
org.opencastproject,opencast-ingest-service-impl,6.6,21799,0,392
org.grails,grails-core,3.0.14,26081,64,439
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.io.tiger-asl,1.6.2,731,0,21
com.aceevo.ursus,ursus-example-jersey-client,0.2.14,72,0,2
com.orange.fiware,ngsi-client,0.1.3,2037,4,47
org.scalameta,mtags_2.13.5,0.10.5,57453,1,471
org.jlot,jlot-client,0.94,1728,3,53
org.duracloud,common-rest,4.2.0,201,8,7
org.webframe,wf-core,1.1.0,2444,4,45
org.apache.sentry,sentry-hdfs-namenode-plugin,2.0.1,1080,1,11
org.jdal,jdal-web,1.1.5,198,0,4
com.aliyun.hbase,alihbase-client,1.8.4,46186,25,613
com.jdcloud.jdsf,dubbo-opentracing,1.0.0,144,0,2
com.davegurnell,anchorman-core_2.11,0.5.0,13062,1,255
com.alibaba.rsocket,alibaba-rsocket-core,1.1.2,9226,5,155
com.twitter,scalding-hadoop-test_2.10,0.16.1-cascading3-RC3,1678,4,29
eu.shiftforward,apso_2.11,0.10.1,22183,1,672
org.apache.poi,poi-ooxml,3.9,37589,2246,449
com.ibeetl,beetlsql,1.0.0,4301,33,79
io.zeebe,zeebe-broker,1.0.0-alpha7,10949,4,158
com.elefana,elefana-core,1.0.0-beta2,9993,0,167
io.fsq,twofishes-records_2.11,2.0.2,60334,10,2005
com.linkedin.gobblin,gobblin-compliance,0.11.0,3251,0,66
com.github.zhangchunsheng,hubble-java-common,1.0.0,866,1,19
eu.agno3.jcifs,jcifs-ng,1.5.2,26137,9,311
org.nuiton.jredmine,jredmine-client,1.6,4104,2,77
org.andromda.maven.plugins,andromda-maven-plugin,3.4,587,2,7
es.devera.maven.plugins,docker-maven-plugin,0.0.2,864,0,10
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.testing-asl,1.6.1,562,67,7
io.github.coolys,coolybot-framework,2.1.0,3224,0,118
org.zalando.research,zap,1.0,2386,0,26
net.roseboy,classfinal-core,1.0.1,726,2,8
br.com.ideotech,draw-out-spring-boot-aop,1.5.19-2.RELEASE,37326,2,629
com.uber.hoodie,hoodie-spark-bundle,0.4.6,3406845,11,47450
de.julielab,jcore-opennlp-sentence-ae,2.2.0,77,3,1
org.querqy,querqy-solr,5.0.lucene720.1,4214,0,67
org.apache.shiro,shiro-web,1.3.2,5590,35,89
org.vootoo,vootoo-logging-logback,0.5.2,205,1,3
ua.profitsoft.social,spring-social-botframework-directline,0.1.0,299,0,11
org.codehaus.groovy,groovy,2.4.5,222164,4662,3127
com.oneops,infoblox-java,1.0.1,1782,1,60
com.couchbase.client,kafka-connector,1.2.1,908,0,22
org.scalameta,metals_2.12,0.11.0,110285,0,1069
org.immutables,criteria-mongo,2.8.0-CriteriaPreview0,837,0,17
com.qianduner,utils,1.0.0.release,3366,0,42
com.gu,ophan-event-model_2.11,0.0.2,85622,2,1099
org.appng,appng-forms,1.23.2,812,3,10
com.github.celeskyking,s-tea,3.0,21533,0,357
com.silamoney.client,SilamoneySDK,0.2.13-rc2,5800,0,154
com.sippnex,fileblade-server,0.2.2,423,0,15
com.networknt,ip-whitelist,1.6.17,394,1,8
net.databinder,dispatch-http-json_2.7.7,0.7.8,122,4,5
com.imsweb,naaccr-xml,7.3,8690,3,73
com.bluecirclesoft.open,json-jackson-modeller,0.15,440,2,13
org.apache.avro,avro-ipc-jetty,1.10.2,164,0,3
io.github.jujube-framework,jujube-core,1.1,6679,1,109
com.hierynomus,sshj,0.30.0,17879,90,399
com.whlylc,luoying-web,0.1.2,635,0,6
org.apache.hive.hcatalog,hive-hcatalog-streaming,2.1.0,3211,0,74
org.cloudfoundry,cloudfoundry-operations,2.35.0.RELEASE,30727,11,567
us.fatehi,schemacrawler-integrations,14.16.04.01-java7,477,14,14
com.spotify,scio-bigtable_2.10,0.2.9,214,0,24
org.iplantc.core,cas-extensions,1.0,617,0,8
com.github.waffle,waffle-spring-security5,3.0.0,584,5,8
org.iartisan,iartisan-runtime,1.1.1,2440,1,71
org.nervos,utils,0.18-android,370,2,9
store.javac.fyutil,simple-util,0.0.1,4000,0,27
org.flowable,flowable-content-engine,6.4.0,3485,7,49
io.eels,eel-elasticsearch_2.11,1.3.0-a4,204,0,7
com.themodernway,themodernway-server-core,1.0.20-RELEASE,17420,5,303
org.mitre.taxii,taxii,1.1.0,14193,0,129
org.wildfly.security.elytron-web,undertow-server,1.2.0.Final,882,13,19
com.wichell,framework-rpc,1.0.0,19,0,1
org.ikasan,h2-server-txn-fail-precommit-db-resource,3.1.0-beta,4455,0,70
com.github.kaizen4j,stark-common,1.0.1,1793,3,29
com.stackify,stackify-log-logback,2.1.2,285,1,2
cn.sylinx,hbatis-core,1.8.4.RELEASE,16411,4,326
org.urbantower,j4s,0.1.0,574,0,13
com.wxipad.wechat,wechat-tools,3.0.0,16398,0,102
com.cq1080,AliyunMarketSDK,0.0.9-ssgc,965,0,17
io.tmio,scalatest-embedded-cassandra,1.0.0,394,0,6
io.springfox,springfox-data-rest,2.10.1,1541,16,39
no.digipost,api-client,0.1,860,1,19
ml.shifu,guagua-core,0.4.1,3669,3,96
net.databinder,dispatch-http-json_2.8.1,0.8.7,146,4,6
net.inveed,inveed-editor-server-libs,0.0.4,1821,0,35
org.apache.sentry,sentry-binding-hive-v2,1.8.0,2194,0,22
com.codingapi,simple-mybatis,1.2.1,1281,0,35
com.bynder,bynder-java-sdk,1.0.7,2959,0,108
net.unit8.falchion,falchion-jetty9-connector,0.2.0,38,0,1
net.roseboy,jeee-code,0.0.2,451,0,8
org.springframework.batch,spring-batch-admin-manager,1.3.0.RELEASE,4371,3,75
org.craftercms,crafter-search-elasticsearch,3.1.5,1156,2,22
org.scalameta,mtags_2.12.9,0.10.0,55081,2,443
com.alibaba.otter,canal.parse,1.1.2,8886,2,118
io.vertx,vertx-auth-shiro,3.0.0-milestone6,435,25,13
com.networknt,killapp-assault,2.1.1,102,3,2
org.jbpm,jbpm-human-task-audit,7.38.0.Final,5117,29,65
de.julielab,jcore-bionlp09event-consumer,2.2.0,418,1,6
com.networknt,egress-router,2.1.1,1184,3,14
io.sphere.sdk.jvm,scala-client_2.10,1.0.0-M4,118,4,6
com.35liuqi,Nuna-core,0.0.1,738,1,17
com.github.nework-eth,newpay-sdk-java,1.0.0,305,0,4
net.anwiba.commons,anwiba-commons-json,1.0.48,861,6,14
org.realityforge.router.fu,router-fu-core,0.30,550,1,19
org.restheart,restheart,3.3.0,17819,0,246
org.hdiv,hdiv-core,2.1.12,6145,17,95
com.holdenkarau,spark-testing-base_2.10,1.5.0_0.1.3,3521,13,106
org.wicketstuff,wicketstuff-openlayers3,7.0.0,4220,2,69
de.quaddyservices.mvn.plugin.unused,mvn-remove-unused-dependencies,1.0,304,0,7
io.eels,eel-avro_2.11,0.15.0,958,1,12
org.apache.sentry,sentry-hdfs-namenode-plugin,1.7.1,1157,1,13
com.networknt,rpc-router,1.5.2,1371,6,15
cn.pomit,jpa-mapper-core,2.1,4383,2,76
com.talanlabs,task-manager-example,1.5.0,1982,0,54
se.vgregion.alfresco-client,alfresco-client-core-bc-composite-svc,1.0,191,3,2
com.flexdms,htmltemplate-maven-plugin,0.1.0,91,0,1
com.expediagroup,shunting-yard-receiver-sqs,3.1.0,120,2,4
org.wicketstuff,wicketstuff-html5,7.0.0,1410,1,31
com.diozero,diozero-imu-sampleapp,0.11,674,1,12
org.opencms.modules,org.opencms.workplace.tools.content,8.5.0,6715,0,56
fr.xebia.springframework,xebia-spring-security-extras,1.1.5,511,0,15
com.vwkit,matrix-boot-common,1.2.1,3229,4,60
com.hivemq,hivemq-community-edition-embedded,2021.2,66075,0,1060
org.jasig.maven,uportaldata-maven-plugin,1.0,243,0,1
org.modeshape,modeshape-extractor-tika,3.5.0.Final,180,2,3
com.networknt,memory-assault,2.1.0,222,3,3
com.chinanetcenter.wcs.sdk,wcs-java-sdk,2.0.7,5633,0,69
com.cuisongliu,usrcloud-spring-boot-autoconfigure,1.1,979,1,27
org.springframework.ws,spring-oxm-tiger,1.5.7,435,3,7
io.ddf,ddf_examples_2.10,1.4.3,69,0,3
com.networknt,eventuate-kafka,1.3.5,499,3,7
org.grails,grails-datastore-gorm-hibernate-core,5.0.0.RC3,10496,3,152
io.streamnative.connectors,managed-ledger-shaded,2.5.8.3,948614,6,12978
com.twitter.hraven,hraven-etl,0.9.6,4552,0,56
com.github.peterwippermann.maven,changelog-buildbreaker-maven-plugin,0.1.0,345,0,2
com.stratio.cassandra,cassandra-all,2.1.06,147326,0,2323
com.github.nosan,embedded-cassandra,1.2.8,4119,43,71
com.yugabyte,java-driver-core,4.6.0-yb-5-RC2,57316,8,928
com.xored.maven,integrity-maven-plugin,1.0.3,534,0,3
com.jason-goodwin,authentikat-jwt_2.11,1.0.0-M1,2628,1,73
com.interelgroup,core3_2.11,2.1.0,52149,0,1288
org.codelibs,elasticsearch-httpclient,7.2.0,7306,1,70
de.julielab,jcore-muc7-reader,2.1.0,760,0,2
org.csanchez.kubernetes,kubernetes-java,0.0.3,1755,0,31
com.networknt,resource,2.1.0,241,5,8
io.georocket,georocket-client-api,1.3.0,757,1,11
fr.pilato.elasticsearch.crawler,fscrawler-test-framework,2.5,357,18,7
com.commercetools.sdk.jvm.core,commercetools-java-client-ahc-2_5,1.44.0,20,1,1
com.addthis,bark,2.1.5,448,0,5
it.agilelab,darwin-hbase-connector_2.13,1.0.12,565,0,5
net.liftweb,examples-osgi-hello,2.0-M4,40,0,2
com.phloc,phloc-xmldsig,1.0.5,348,1,8
com.namics.oss.java.tools,java-tools,1.2.1,3878,2,37
info.hupel.fork.com.verizon,remotely_2.11,1.5.0,19386,0,579
org.codehaus.redback.components.cache,spring-cache-api,1.0,377,6,14
org.sction,phprpc,3.0.2,3538,0,18
com.github.luues,spring-boot-starter-more-weixin,1.0.6.RELEASE,3475,0,41
org.fcrepo.camel,fcrepo-camel,4.1.0,256618,17,3944
com.denimgroup.threadfix,threadfix-entities,2.3.7,19224,1,223
com.aliyun.opensearch,aliyun-sdk-opensearch,2.1.3,2134,2,18
io.servicetalk,servicetalk-http-netty,0.20.0,7244,5,133
org.codehaus.redback.components.registry,spring-registry-commons,1.0,291,0,2
io.confluent.parallelconsumer,parallel-consumer-core,0.4.0.1,5927,4,74
org.testatoo.container,testatoo-container-tomcat,1.0.0_6.0.18,132,3,2
org.openstreetmap.osmosis,osmosis-core,0.46,10743,16,284
com.azure,azure-core-http-netty,1.6.3,829,87,13
com.hubrick.vertx,vertx-kafka-service,1.2.0,1719,0,28
ru.kontur.extern-api,extern-api-java-sdk-httpclient-api,1.7,981,2,25
org.springframework,spring-web,4.3.14.RELEASE,29033,3936,564
org.mycore,mycore-sword,2019.06.4,1893,1,38
io.gravitee.repository,gravitee-repository-elasticsearch,1.20.1,1657,1,26
org.apache.camel,camel-core,2.14.0,114230,342,1804
nl.martijndwars,web-push,3.1.0,781,8,15
org.zkoss.common,zcommon,5.0.7.1,20130,23,270
org.lockss.laaws,lockss-core,2.0.3.0,211935,8,2387
io.github.azhur,kafka-serde-jackson_2.11,0.6.3,495,0,17
io.github.azhur,kafka-serde-jsoniter-scala_2.13,0.6.3,182,0,5
org.opencms.modules,org.opencms.workplace.tools.searchindex,8.0.3,7485,0,54
io.github.fvarrui,gradle-launch4j,2.4.6,3487,1,40
net.roseboy,jeee-admin,0.0.7,12258,3,127
org.opencredo.couchdb,couchdb-si-support,0.1,151,0,5
org.realityforge.arez,arez-core,0.50,5069,13,78
com.criteo.scala-schemas,scala-schemas-scalding_2.10,0.3.0,6668,0,159
com.freedomotic,restapi-v3,3.1,3004,0,44
de.bund.bva.isyfact.benutzerverwaltung,isy-benutzerverwaltung-gui-tomahawk,1.5.0,2663,0,51
com.github.xyyxhcj,cj-utils,1.0.1,4064,0,68
org.cryptomator,siv-mode,1.0.5,2292,21,21
org.apache.directmemory.server,directmemory-server-client,0.2,787,1,15
com.adobe.granite,com.adobe.granite.auth.saml,0.2.2,2148,0,31
org.dkpro.similarity,dkpro-similarity-uima-api-asl,2.2.0,380,5,12
com.linkedin.gobblin,gobblin-codecs,0.10.0,117,2,2
io.getlime.security,powerauth-push-client,0.16.0,166,0,7
io.naradrama,prologue,2.1.5,11117,8,206
net.bis5.mattermost4j,mattermost-models,0.7.1,18783,1,208
org.deeplearning4j,dl4j-spark-nlp-java8_2.11,1.0.0-beta5,2014,0,33
io.metersphere,ms-jmeter-core,jmeter-5.5_0,8832,0,68
com.mastfrog,giulius-settings-etcd,2.7.1,329,0,10
com.github.kzwang,elasticsearch-transport-redis,2.0.0,659,0,16
com.networknt,audit,1.2.1,102,16,1
com.khubla.pragmatach,pragmatach-framework,1.40,4205,41,103
de.svenkubiak,mangooio-core,1.0.0-RC1,3204,5,51
com.linkedin.gobblin,gobblin-admin,0.6.0-279-g116c79b,758,2,16
com.thenewentity,dropwizard-multi-config,0.2.15,269,0,7
com.dtstack,dt-insight-hive-shade,4.1.3,52,0,1
br.com.anteros,Anteros-Services-RestSQL,1.0.79,1830,0,112
co.cask.hydrator,format-delimited,2.1.2,382,1,13
cn.crushes.cloud,crush-pay,2.4.5,20952,0,233
de.binfalse,BFUtils,0.5.4,458,4,5
org.liquibase,liquibase-core,4.3.5,145573,440,1994
com.liferay,com.liferay.asset.taglib,2.0.6,80,2,2
io.undertow,undertow-core,2.0.11.Final,79733,2972,1496
com.cinchapi,concourse-plugin-core,0.9.0,4670,0,75
org.drools,drools-wb-scenario-simulation-editor-backend,7.24.0.Final,1048,3,19
org.grooscript,grooscript,1.2.2,17528,1,237
org.apache.nutch,nutch,1.13,29761,1,416
org.jiucai,appframework,2.3.3,7924,0,125
org.apache.nlpcraft,nlpcraft,0.7.3,138604,11,1093
com.networknt,rpc-router,1.6.16,1551,6,15
com.cryptape.cita,utils,0.20.3.1,411,2,10
org.jglobus,test-utils,2.1.0,141,2,3
com.github.chaojunzi,chao-cloud-common-extra,1.0.4,5259,1,84
edu.utdallas.hltri,scribe,0.3.1,6547,2,129
com.azurenight.maven,troposphere-maven-plugin,0.8.8,608,0,3
com.cedarsoft.spring,rcp,1.2.2,11709,2,388
org.jasig.portal,uPortal-core,5.1.0-M6,2753,1,76
io.eels,eel-orc_2.11,0.16.1,868,1,11
org.onosproject,onos-apps-test-loadtest,1.8.2,159,0,1
org.jxls,jxls-poi,1.0.11,879,22,10
io.prestosql.hive,hive-apache,3.0.0-2,1244391,16,20206
com.github.myoss.maven.plugins,archetypes-maven-plugin,1.0.4.RELEASE,749,0,8
top.dcenter,ums-jwt,2.2.34,3859,4,83
com.github.wz2cool,mybatis-dynamic-query,2.0.0,1320,0,31
top.onceio,onceio-vertx,0.0.6,516,0,7
org.jiucai,appframework,1.1.3,5094,0,84
com.floragunn,dlic-search-guard-module-dlsfls,5.6-11,923,0,19
org.openengsb.ui,org.openengsb.ui.admin,2.0.0,4292,0,140
com.amazon.opendistroforelasticsearch,opendistro_security,1.11.0.0,33509,1,506
org.jclouds,jclouds-core,1.5.0-rc.1,21463,112,653
org.factcenter.qilin,qilin,1.2.0,5290,1,144
com.docspring,DocSpring,1.0.0,8371,0,126
com.xishankeji,Porter-DB,1.2.98,5193,2,74
org.beangle.db,beangle-db-conversion_2.12,0.0.5,1748,0,20
com.github.jeluard,plantuml-maven-plugin,7947,117,0,1
com.godaddy.asherah,appencryption,0.1.1,2561,0,65
io.github.brijframework,brijframework-util,1.0.1,13065,5,70
net.sf.sidaof,sidaof,1.3.4,926,0,16
com.networknt,traceability,1.5.27,64,15,2
ro.fortsoft.wicket.dashboard.widgets,wicket-dashboard-loremipsum,0.4,69,1,3
br.com.thiaguten,rx-mqtt-paho,0.1.1,526,0,10
io.micrometer,micrometer-spring-legacy,1.0.5,3972,7,100
org.tpolecat,doobie-postgres_2.11,0.6.0-M1,23704,13,848
com.sendgrid,sendgrid-java,4.6.7,2132,17,27
com.sudoplatform.telephony,client,1.1.1,1265,0,48
io.github.daichi-m,notification4J,0.1.5,1438,0,19
org.codehaus.xsite,xsite-core,1.1.2,1026,3,34
org.carewebframework,org.carewebframework.security.spring.core,5.0.0-RC2,1203,3,16
org.fudaa.framework.ctulu,ctulu-common,2.5,24566,4,358
com.networknt,traceability,1.1.6,76,15,2
net.thauvin.erik,readingtime,0.9.0,226,0,2
org.realityforge.router.fu,router-fu-annotations,0.06,102,1,7
com.github.koraktor,steam-condenser,1.3.7,6187,0,102
io.mosip.pms,partner-management-service,1.1.5,0,0,268
org.scala-lang,scala3doc_3.0.0-M3,3.0.0-M3-bin-20201215-cbe50b3-NIGHTLY,48714,0,444
ch.tatool,tatool-app,1.2.1,6221,1,129
org.lockss.laaws,lockss-core,1.1.1,212095,8,2423
org.cloudfoundry,cloudfoundry-util,3.14.0.RELEASE,1025,4,42
net.sf.cssbox,pdf2dom,1.7,2766,8,24
org.realityforge.spritz,spritz-core,0.14,4495,0,137
com.naspat,wx-tools-ma,0.0.6,8627,1,132
io.playn,playn-java-base,2.0,2264,2,51
net.databinder,dispatch-oauth_2.8.2,0.8.6,983,4,27
com.github.pshirshov.izumi.legacy,akka-http_2.12,1.3.4,3559,2,69
net.runne,site-link-validator_2.13,0.1.1,6756,0,91
me.jeffshaw,digitalocean_2.12,4.0,23688,0,307
org.clulab,processors-corenlp_2.11,7.5.1,8966,6,186
org.patterntesting.samples,intro,1.2.20,120,0,2
net.databinder,dispatch-futures_2.9.0-1,0.8.6,225,3,15
nl.topicus.overheid,kamel,1.0,625,0,15
org.onosproject,onos-apps-patchpanel,1.8.4,319,0,9
org.bridgedb,org.bridgedb.rdb.construct,2.3.1,676,1,8
io.sphere.sdk.jvm,java-client,1.0.0-M9,614,10,17
org.keycloak,keycloak-model-jpa,1.9.0.CR1,11395,24,97
net.ymate.framework,ymate-framework-commons,2.0.8,2879,5,47
org.opendaylight.defense4all,defense4all.mitigationdriver.local,1.0.0,1356,2,4
org.sonatype.security.realms,security-url-realm,3.0.1,1035,0,7
ro.nextreports,jofc2,1.0.1,3302,3,68
com.github.davidcarboni,cryptolite,1.2.0,871,2,10
me.lessis,zoey-testing_2.10,0.1.1,2273,1,59
org.ow2.sirocco.vmm,sirocco-vmm-agent-mega-bundle,0.7.1,56,0,2
com.networknt,session-core,2.1.0,333,3,6
com.github.rmannibucau,arquillian-extension-shiro,1.0.1,506,0,14
de.mhus.osgi,mhu-osgi-vaadinosgibridge,1.3.1,719,1,13
io.sphere.jvmsdk,products,1.0.0-M1,964,2,29
com.proofpoint.galaxy,galaxy-agent,0.7,1382,2,20
se.vgregion.oppna-program-account-activation,oppna-program-account-activation-core-bc-composite-webcomp,1.2,1405,1,20
org.wicketstuff,wicketstuff-jwicket-tooltip-wtooltips,7.0.0,135,1,2
com.mojolly.logback,logback-ext_2.9.1,0.8.0,4233,0,100
com.liumapp.signature,sign-helper,v1.0.0,658,1,10
com.consol.citrus,citrus-http,2.8.0,4172,17,61
com.foreach.imageserver,imageserver-core,5.0.0.RELEASE,7795,2,140
io.javaninja.ajeet,covid4j,1.0.1,140,0,3
com.zhijl.common,gm_encryptor,0.1.0,1859,0,14
net.apexes.vertx,apexes-vertx,1.0.0,492,0,12
com.walmartlabs.concord,concord-agent,1.5.0,2714,3,50
org.wicketstuff,wicketstuff-annotationeventdispatcher,7.0.0,356,0,15
fr.landel.utils,utils-poi,0.0.1,338,0,1
com.arm.mbed.cloud.sdk,iam,1.2.3,7962,2,111
org.sonarsource.sonarqube,sonar-application,6.7.7,70,0,3
io.github.amerainc,no-excel,2021.12.24,2223,0,45
me.parakh.core,core-security,1.0.4,583,1,14
org.kuali.student.common,ks-common-ui,1.2.2-M2,32618,2,832
io.kamon,kamon-influxdb_2.12,0.6.7,1438,0,20
org.drools,org.drools.eclipse,5.2.0.CR1,41614,1,770
com.github.nic-luo,rober-runtime,1.0,5009,4,60
net.liftweb,lift-webkit_2.9.1,2.5.4,149221,114,4074
com.gitee.ainilili,ourbatis,1.0.1,1863,2,51
com.linecorp.centraldogma,centraldogma-common-shaded,0.17.0,68946,12,1292
io.kamon,kamon-spring-auto_2.12,1.0.0,185,0,6
com.liferay.portal,com.liferay.portal.impl,2.4.0,638398,79,3672
com.github.icecooly,ElephantJdbc,1.0.0,2005,0,22
net.sf.itcb.common,common-portlet,0.0.2,361,0,11
cn.univyz,univyz-plugin-security,1.0.1,368,0,16
org.lockss,lockss-util-core,1.8.0,6879,12,85
com.rbkmoney,mg-event-sink-listener-spring-boot-starter,0.0.7,630,0,22
org.jwall,org.jwall.web.policy,0.5.1,4098,0,55
org.onosproject,onos-apps-test-flow-perf,1.8.4,250,0,1
org.interledger.connector,connector-service-api,0.3.1,5517,4,113
com.hazelcast,hazelcast,5.0.2,533637,347,8498
org.jsimpledb,jsimpledb-kv-sql,2.0.0,813,5,33
tech.gklijs.bkes,java-client,0.0.7,6293,0,63
dev.paseto,jpaseto-bouncy-castle,0.6.0,66,3,4
com.feth,play-authenticate_2.12,0.9.0,5497,0,121
org.apache.airavata,airavata-common-utils,0.15,3589,14,70
com.mastfrog,embedded-jetty,2.6.13,737,1,14
com.dynamicprogrammingsolutions,dps.webapplication,1.2.2,1750,1,49
org.apache.sentry,sentry-policy-kafka,1.7.1,255,3,6
com.github.lespaul361,ebaysdkcore,939,134791,0,1564
org.wicketstuff,wicketstuff-jee-web,7.0.0,480,1,15
org.apache.hudi,hudi-flink1.14-bundle_2.11,0.11.1,0,0,26458
org.testcontainers,testcontainers,1.10.1,724799,904,11904
net.jrouter,jrouter-servlet,1.8.2,1336,0,25
com.elastisys,autoscaler.core,5.2.2,7292,12,143
com.pastdev.httpcomponents,server,0.1.2,853,4,38
io.proximax,proximax-storage-platform,0.1.0-beta.8,9116,0,164
net.jrouter,jrouter-servlet,1.7.6,823,0,18
io.sphere.sdk.jvm,customers,1.0.0-M5,9,2,2
com.sbuslab,utils,1.2.10,2973,2,63
org.iplantc.core,authn,1.8.4,115,1,3
com.github.kentico,kontent-delivery,3.0.0,4646,1,69
org.codelibs.opensearch,opensearch-runner,1.1.0.0,1103,5,10
org.apache.avro,avro-compiler,1.9.1,6129,153,31
io.github.vampirendy,beacon-code,0.0.3,4912,0,44
io.archivesunleashed,aut,1.0.0,4299,0,140
io.provenance.hdwallet,hdwallet-bip32,0.1.12,966,1,9
de.oscillation.maven,doxygen-maven-plugin,0.1.0,511,0,7
com.github.mkolisnyk,cucumber-report-generator,1.1,6311,2,113
com.google.api.client,google-api-client,1.2.2-alpha,6746,11,154
com.erudika,para-server,1.38.3,12780,2,153
de.uni-mannheim.informatik.dws.melt,matching-eval,2.4,7148,2,94
org.springframework,spring-webmvc,3.0.5.RELEASE,16212,2780,250
org.trellisldp.ext,trellis-aws-rds-app,0.1.0,142,0,4
org.craftercms,crafter-search-client,3.0.25,646,5,6
xyz.calvinwilliams,sqlaction,0.2.7.0,2869,0,18
com.att.ajsc,ajsc-core,2.0.0,25793,4,408
cn.zidot,sprite-framework-bone,2.1.0,351,0,4
co.cask.cdap,Purchase,3.0.3,559,0,17
com.simplyti.cloud,simple-server-clients,0.0.4-rc6,707550,1,41
com.github.taomus.fig,fig-core,0.0.1-alpha,2411,3,52
com.digitalpebble.stormcrawler,storm-crawler-core,1.14,8472,10,125
com.digitalpebble.stormcrawler,storm-crawler-tika,1.14,589,0,4
org.httpobjects.multipart,httpobjects-multipart,0.7.0,286,0,8
pl.chilldev.facelets,facelets-taglib-spring-web,0.0.1,172,0,2
com.github.helgeho,hadoop-concat-gz,1.2.1,959,1,13
org.tynamo.security,tynamo-federatedaccounts-twitter,0.6.0,2179831,1,9
com.github.zhangchunsheng,anran-java-energy,1.0.0,1059,1,6
ca.bc.gov.open.cpf,cpf-api-app,5.1.0-RELEASE,14110,1,85
io.bootique.kafka,bootique-kafka-client-0.8,1.0.RC1,334,0,11
org.graylog2,graylog2-rest-client,0.92.2,12375,0,324
com.inspire-software.lib.dto.geda,geda.spring-integration,2.1.1,1700,0,31
net.databinder,dispatch-http-json_2.8.2,0.7.8,79,4,5
com.holon-platform.core,documentation-core,5.1.2,2059,1,61
cn.javaer.wechat,wechat-pay,1.1.0,4352,1,54
com.reedoei,eunomia,1.0,2110,2,39
org.eclipse.pass.deposit,shared-integration,0.1.0,514,2,8
org.wicketstuff,wicket-eidogo,1.4.17.2,190,1,3
org.endea,endea.core,0.1.2-3,11895,0,252
org.hellojsp,hellojsp,0.9.5,6172,0,28
org.apache.solr,solr-analysis-extras,6.0.1,200,8,1
com.mattprovis,fluentmatcher-maven-plugin,0.1.3,703,0,7
com.y3tu,y3tu-tool-web,2.2.1,1057,1,28
com.github.lespaul361,eBaySDK1027,1027.0.0,128365,0,1472
com.networknt,client,1.4.0,1009,68,19
org.springframework,spring-webmvc-struts,2.5.1,1083,2,20
org.springframework.webflow,org.springframework.webflow,2.0.1.RELEASE,19255,11,346
fr.janalyse,janalyse-ssh_2.11,0.10.4,13242,0,276
com.bluecirclesoft.open,json-integration-tests,0.11,1318,0,20
org.wildfly,wildfly-opentelemetry,26.0.0.Final,721,1,16
de.sciss,sheet_2.11,0.1.2,2994,1,79
com.salesforce.kafka.test,kafka-junit5,3.2.3,60,2,2
io.jooby,jooby-netty,2.3.1,1960,5,16
de.mhus.osgi,osgi-crypt-bc,7.2.0,964,1,8
io.apiman,apiman-manager-api-es,1.1.5.Final,2575,3,17
org.apache.zookeeper,zookeeper-contrib-loggraph,3.7.0,2349,0,46
com.att.ajsc,ajsc-core,3.0.8-oss,25749,4,408
net.rossonet,ar4k-agent-druido,0.9.1006,33,0,2
cn.com.itez,jwinner-base,0.1.7,41588,0,751
org.infinispan,infinispan-server-core,9.4.1.Final,14396,39,252
org.genesys-pgr,glis-client-resteasy,1.0,5464,0,46
