GROUP_ID,ARTIFACT_ID,VERSION,LOC,USAGE_NUM,CLASS_NUM
org.codelibs,elasticsearch-cluster-runner,1.3.2.0,411,57,4
net.jakubpas,pardot-api-client,0.1.6,3337,0,88
org.kitesdk,kite-data-crunch,0.15.0,321,5,6
net.javacrumbs,smock-http,0.1,739,3,20
org.thymeleaf.extras,thymeleaf-extras-tiles2,1.0.0-beta1,852,3,19
io.knotx,knotx-core,1.4.0,6078,29,108
se.skltp.tk,tp-vagval-admin-core,1.3.2-RC5,856,0,12
io.bigdime,bigdime-hive-lib,0.0.9,966,2,22
org.eclipse.packager,packager-deb,0.16.1,1083,0,21
com.yahoo.datasketches,sketches-hive,0.3.0,678,0,13
org.into-cps.fmi,jnifmuapi,1.0.0,1372,4,23
org.codehaus.redback.components,spring-utils,1.0,222,0,5
org.elasticsearch.plugin,analysis-icu-client,7.17.3,1027,0,20
io.fabric8.insight,insight-elasticsearch-plugin,1.2.0.redhat-133,166,2,3
com.britesnow,snow,2.0.4,8336,0,189
com.iussoft,iussoft-seq,3.2.1,820,0,11
com.iussoft,iussoft-dict,3.2.1,2452,0,26
com.twilio.sdk,twilio-java-sdk,3.4.3,7016,12,124
com.github.oscerd,camel-cassandra,2.18.0,1075,0,13
org.zanata,zanata-rest-client,3.2.0,424,4,7
com.github.qiuxiaoj,ueditor,1.1.1,1308,0,24
jp.co.ap-com,spring-oauth2-serializable,0.0.2,275,0,6
io.netty.contrib,netty-codec-extras,5.0.0.Alpha1,1535,1,33
org.wicketstuff,wicketstuff-datastore-common,7.0.0,162,5,3
org.jupiter-rpc,jupiter-registry-zookeeper,1.2.14,259,1,7
org.grails,grails-plugin-domain-class,3.0.14,759,15,22
org.chenillekit,chenillekit-ldap,1.3.3,424,0,13
io.apicurio,apicurio-registry-serdes-protobuf-serde,2.1.5.Final,1035,2,12
com.decodified,hetznercloud-java_2.12,1.1.1.0,6389,0,107
io.vertx,vertx-core,3.5.0,48864,1049,596
com.github.cloudyrock.changock,changock-mongo-v3-driver,1.0.1.alpha,2065,1,30
org.dynamoframework,dynamo-spring,1.0.1,18342,3,282
org.streampipes,streampipes-storage-api,0.60.0,321,3,14
net.databinder,dispatch-http-json_2.9.1,0.8.6,90,7,6
net.databinder,dispatch-http-json_2.9.0-1,0.8.6,90,4,6
cn.virens,virens-util,1.1.2,3594,1,59
com.airlenet.netconf,netconf-client,2.0.0,371,0,4
org.jeeplus,jeeplus-dashboard,4.0,3242,0,17
org.nutz,nutzboot-core,2.1.5,1364,98,35
de.hs-heilbronn.mi,jetty-utils,0.7.0,622,0,10
org.apache.jmeter,ApacheJMeter,4.0,290,8,3
org.flowable,flowable-engine,6.4.1,67976,53,1042
org.apache.wicket,wicket,1.4.17,71695,35,1366
io.zonky.test,embedded-postgres,1.2.2,1653,15,25
org.hawkular.apm,hawkular-apm-examples-vertx-opentracing-account-manager,0.14.0.Final,86,0,1
org.keycloak,keycloak-saml-wildfly-adapter,18.0.2,470,4,11
com.graphql-java-kickstart,graphql-spring-boot-test,11.1.0,2014,1,28
cn.featherfly.juorm,juorm-sqldb,0.1.2,6470,0,96
com.myjeeva,digitalocean-api-client,1.0,1048,0,21
com.github.lsiu.maven.plugins,websphere-maven-plugin,1.0.1,333,0,4
org.openksavi.sponge,sponge-camel,1.0.6,647,0,13
com.alpinenow,plugin-test,1.4.1,258,0,5
com.stratio.mojo.unix,unix-maven-plugin,1.1.6,2283,0,70
com.v2hoping,slog,1.1.0,379,1,6
org.grails,grails-spring,3.0.1,1801,24,16
org.onosproject,onos-apps-newoptical,1.10.4,1158,0,17
org.noear,weed3.template.velocity,3.2.8.2,97,0,2
org.openstreetmap.osmosis,osmosis-pgsimple,0.48.3,4855,0,67
org.springframework.social,spring-social-security,1.1.2.RELEASE,929,47,18
org.igniterealtime.openfire,webadmintld,4.2.0,559,0,6
org.springframework.security.kerberos,spring-security-kerberos-web,1.0.1.RELEASE,193,8,3
org.amebastack.security,ameba-shiro,0.1.7.Alpha1,1086,0,33
ink.codflow.shiro.jwtsession,shiro-web-jwtsession,0.2.1-alpha1,1422,0,19
com.moparisthebest.beehive,beehive-netui-core,1.0.2,29920,1,500
de.julielab,jcore-opennlp-chunk-ae,2.2.0,483,2,3
me.lamouri,jcredstash,2.1.1,435,0,6
cloud.kwrobot,kwrobot-cloud-oss,2022.6.0,124,0,4
com.vladmihalcea.flexy-pool,flexy-c3p0,2.0.0,31,0,2
org.hawaiiframework,hawaii-logging,3.0.0.M1,1819,2,42
com.marklogic,mlcp,10.0.3,12229,0,132
io.sigpipe,jbsdiff,1.0,750,0,16
com.github.tianjing,tgtools.excel,1.0.9,1688,0,22
net.pincette,pincette-common,1.5.8,6026,15,95
com.erigir,wrench-shiro-oauth,2.0.4+122,1307,0,17
com.cedarsoft.open.serialization.samples,stax-demo,8.9.2,468,0,11
com.devonfw.cobigen,core-externalprocess-api,2021.12.001,552,2,8
org.nuiton.eugene,eugene-maven-plugin,2.5.6.1,1670,0,18
org.wamblee,wamblee-test-enterprise,0.3,1391,9,48
org.webswing,webswing-server-security,2.5.4,3608,8,68
de.tudarmstadt.ukp.dkpro.lab,dkpro-lab-core,0.11.0,4447,13,84
com.alibaba.lindorm,lucene-analyzers-icu,8.10.2,1355,2,24
com.hurence.logisland,logisland-elasticsearch_2_4_0-client-service,0.10.1,846009,2,14588
de.tudarmstadt.ukp.dkpro.keyphrases,de.tudarmstadt.ukp.dkpro.keyphrases.wrappers-gpl,1.5.0,1289,0,37
org.cristalise,cristalise-dev,4.3.1,63,1,1
co.cask.cdap,cdap-explore,4.1.0,6791,4,115
com.github.lafa.jsonpath,json-path-assert,1.0.1,563,0,13
org.apache.linkis,linkis-engineplugin-jdbc,1.0.3,1925,0,41
net.unicon.cas,cas-java-clients-addons,0.5,158,0,4
io.apiman,apiman-manager-api-war-micro,1.1.1.Final,355,0,7
org.akubraproject,akubra-txn,0.3,1077,3,14
com.bbossgroups.pdp,pdp-system,5.0.3.6,96191,15,838
de.fraunhofer.iese.ind2uce,connectors.rest,3.2.51,817,1,6
com.github.sps.mustache,mustache-spring-view,1.0,105,3,3
org.xbib.groovy,groovy-pdf,1.0.6,7759,1,136
com.coherentlogic.lei.client,lei-client-core,2.0.3-RELEASE,1397,1,15
cc.eamon.open,status,0.0.1,214,0,4
com.aerse.maven,deb-maven-plugin,1.1,682,0,7
no.difi.oxalis,oxalis-server,4.0.0,31608,0,1
io.github.mbigger,spring-data-influxdb,2.0.RELEASE,320,0,8
de.saly,elasticsearch-river-imap,0.8,2949,0,30
io.deephaven,deephaven-jpy-ext,0.14.0,709,1,22
org.keycloak,keycloak-jetty94-adapter,3.4.2.Final,163,5,5
org.yamj,api-common,1.0,325,12,3
org.vesalainen,security,1.8.0,659,0,8
org.kuali.ole,ole-docstore-common,1.6.1,42297,2,638
com.cedarsoft.serialization.test,performance,8.3.0,214,0,4
io.prediction,data_2.10,0.9.2,41470,2,862
com.github.gv2011,tools-var,0.5.0,1545,0,26
org.ehrbase.openehr,service,0.12.0,23747,2,321
io.vertx,vertx-eventbus-bridge-client,1.0.1,1546,0,40
org.cristalise,cristalise-xmldb,4.0.0-RC2,288,0,4
com.github.mlaccetti,javapns,2.3.2,3742,0,65
com.networknt,oauth-common,2.1.0,235,1,6
com.jingtum,sdk,1.1.3,6328,0,146
com.azure.spring,azure-spring-boot,3.4.0,6767,7,126
com.github.yinfujing,spring-boot-starter-dubbo,0.0.1,1366,0,20
io.mangoo,mangooio-core,1.3.0,4532,11,78
ru.blizzed,discogsdb,1.0.1,2218,0,56
org.apache.shindig,shindig-gadgets,2.0.2,23279,9,474
com.opensearchserver,oss-utils,1.0.0,2041,1,50
tv.kazu,securesocial_2.11,3.0.2,45403,0,843
org.springframework.security.kerberos,spring-security-kerberos-client,1.0.1.RELEASE,302,6,7
com.github.ljtfreitas,java-restify-netflix-spring-autoconfigure,2.0.0,439,1,17
io.github.in-toto,in-toto,0.1.1,539,0,11
org.bitbucket.dpenkin,bitbucket-server-rest-client,1.0.1,3065,0,76
com.antheminc.oss,nimbus-entity-dsl,1.3.1.M5,1523,2,27
com.disneystreaming.pg2k4j,pg2k4j,1.0.1,901,0,14
com.vip.saturn,saturn-console,2.0.0,0,0,80
org.opensaml,opensaml,2.5.3,39930,60,1410
com.github.frtu.governance,influxdb-maven-plugin,1.0.1,104,0,2
org.guvnor,guvnor-m2repo-editor-backend,6.4.0.Beta2,1386,17,15
io.github.gongbox,easyexcel-plus-common,1.0.8,400,3,13
org.opencms.modules,org.opencms.workplace.tools.link,8.5.0,457,0,6
net.roseboy,jeee-workflow,0.0.5,3348,0,32
org.ujmp,ujmp-poi,0.3.0,217,2,7
com.github.resource4j,resource4j-extras,3.1.0,2194071,0,7
fr.pilato.elasticsearch.crawler,fscrawler-tika,2.6,633,2,10
io.annot8,annot8-components-documents,1.2.0,3638,0,48
io.vertx,vertx-core,3.3.3,43966,1049,589
io.janstenpickle,trace4cats-avro-kafka-consumer_2.13,0.10.1+138-1fb11d87,152,1,2
org.apache.httpcomponents,httpclient,4.2.5,18186,2972,324
io.vertx,vertx-config-git,3.4.0,275,10,4
org.urbanbyte.cueserver,cueserver-client,1.0.1,938,0,20
org.apache.tez,tez-aux-services,0.9.2,57783,0,1166
com.amazonaws,aws-encryption-sdk-java,1.3.1,5526,9,99
com.datasonnet,datasonnet-mapper,2.1.2,9843,0,94
io.knotx,knotx-handlebars-extension,1.4.0,255,0,13
org.appops,appops-br-web-jetty,0.5.0,324,0,7
io.knotx,knotx-mocks,1.5.0,361,4,5
com.angkorteam.framework.extension,framework-extension,3.0.2,15459,0,239
io.fusionauth,fusionauth-spring-security,1.0.2,153,0,5
de.uni-leipzig.dbs.pprl,primat-data-owner,1.0.0,2267,1,75
com.lithium.flow,flow,0.5,11615,0,268
com.jayway.jsonpath,json-path,2.4.0,8153,949,174
com.firebase,tubesock,0.0.2,753,5,11
com.cedarsoft.open.serialization.samples,demo1,8.9.2,44,0,2
org.grails,grails-plugin-services,3.1.0.M2,807,13,19
de.codecentric,spring-boot-admin-server,3.0.0-M1,9539,20,195
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.io.web1t-asl,1.7.0,996,3,11
com.nullables,json-rpc-lib-server,0.0.1,1585,0,49
io.cloudslang,score-node-api,0.1.275,370,3,6
org.onosproject,onos-protocols-pcep-api,1.8.9,474,4,19
me.geso,mech,0.11.8,695,8,11
com.fizzgate,fizz-core,2.3.3-beta4,18425,2,238
com.networknt,correlation,1.5.10,79,17,2
io.github.truerss,content-extractor_2.12,1.0.0,43,0,2
com.stratio.deep,deep-commons,0.8.0,3702,7,68
com.hotels,shunting-yard-receiver-sqs,0.0.5,186,2,5
org.aperteworkflow,integration,1.1,3052,12,31
com.networknt,swagger-security,1.6.13,204,2,1
io.micrometer,micrometer-core,1.0.0,8828,521,209
com.github.rebue.wheel,wheel-core,1.0.6,1769,6,39
org.nanoframework,nano-orm-mybatis,1.4.9,726,1,13
com.github.fd4s,fs2-kafka_2.12,1.8.0,18040,8,338
net.cpollet.jixture,jixture-core,1.0.0.rc3,2380,1,84
org.cloudfoundry,cloudfoundry-client,2.35.0.RELEASE,267220,4,4804
org.dbunit,dbunit,2.7.2,24186,328,423
org.eclipse.neoscada.core,org.eclipse.scada.protocol.sfp,0.2.0,748,1,20
org.grails,grails-web-fileupload,3.0.14,34,1,1
com.github.cloveros,EasyApi,1.1.0-beta,427746,0,5331
com.huibur.furion,furion-base,1.0.0,668,0,20
com.networknt,sanitizer,1.4.0,134,8,2
com.fizzed,ninja-undertow,6.1.0-undertow1,822,1,12
net.liftmodules,salatauth_3.0_2.11,1.2,3027,0,95
org.elastos.ela,ela_tool,0.0.9,5119,1,64
com.github.pandafw,panda-core,1.8.0,73582,25,846
org.apache.daffodil,daffodil-runtime1-unparser_2.12,2.7.0,22117,1,182
io.xiaper,xiaper-spring-boot-rest,2.1.4.RELEASE,4785,7,24
eu.tarienna,spring-jwt,0.2.0,454,0,12
com.hurence.logisland,logisland-elasticsearch_2_3_3-client-service,0.10.1,847897,2,14580
io.github.cjstehno.ersatz,ersatz,3.1.0,4232,1,84
io.eels,eel-hive_2.10,0.16.0,2993,0,24
com.symphony.oss.models,crypto-model,0.3.2,1971,8,54
io.kubernetes,client-java,14.0.0,8442,80,168
com.fossgalaxy.util,object-creator,1.7,746,2,17
net.wstech2,jython-annotation-tools,0.9.0,729,1,14
com.citytechinc.cq.cq-component-plugin,cq-component-maven-plugin,5.0.1,12473,4,244
com.jukusoft,vertx-binary-serializer-connection,1.0.0,822,0,14
me.geso,avans,2.2.0,1451,7,31
com.github.librepdf,openpdf,1.3.11,78507,38,480
net.achalaggarwal.workerbee,workerbee-core,3.2.0-hive1.2.1-hadoop2.7.1,3209,2,50
org.codelabor,codelabor-system-core,3.0.7,985,3,29
org.cryptacular,cryptacular,1.0,5001,24,123
de.gsi,microservice,11.2.2,7761,3,43
ws.unfiltered,unfiltered-netty_2.11,0.10.2,1828,1,75
com.github.nfwork,dbfound,2.3.6,15054,1,185
org.jspare.vertx,vertx-jspare,1.1.0-M01,1569,3,35
io.spinnaker.rosco,rosco-manifests,1.8.0-rc.10,1698,1,21
com.github.codedrinker,facebook-messenger,1.0.0,2225,0,77
org.springframework,spring-webmvc-portlet,4.2.0.RELEASE,6809,86,107
com.almis.awe,awe-model,4.2.1,39591,6,591
org.apache.accumulo,accumulo-core,1.9.3,185786,114,2794
org.fitnesse,fitnesse,20190628,47437,70,1071
com.nitorcreations,nflow-jetty,1.3.0,462,2,8
net.eusashead.mqtt,rxmqtt,1.1.1.RELEASE,749,0,32
com.github.9215095360,spring-min,1.2.RELEASE,797,0,19
net.lightbody.bmp,browsermob-core,2.1.2,5491,51,88
com.premiumminds,billy-core-jpa,3.1.1,3947,4,58
org.openehealth.ipf.boot,ipf-atna-spring-boot-starter,3.4-20171025,259,5,6
net.databinder,dispatch-json_2.8.0,0.8.6,3843,6,78
com.s24.search.solr,solr-jdbc,2.3.6,453,1,13
net.isger,brick-standard,0.0.1-alpha,2595,1,72
org.test4j,test4j-generator,2.6.7,3173,0,63
com.aerospike,aerospike-client-bc,4.4.6,21061,1,317
cn.renlm.plugins,My-Plugin,1.9.6,4145,0,63
org.geomajas,geomajas-common-servlet,1.15.0,1517,14,21
org.keycloak,keycloak-services,1.2.0.CR1,14464,65,164
com.zuunr,json,0.1.0.M1,3083,2,30
org.codeartisans.shiro,shiro-ext-x509-core,1.1,309,2,8
org.keycloak,keycloak-saml-protocol,1.2.0.Final,3160,2,37
com.norbitltd,spoiwo_2.11,1.1.1,30951,4,469
com.github.wangwei86609,osmanthus,1.0.1.RELEASE,1484,0,38
com.sdl.delivery,udp-adf-client,11.1.0-1056,2387,5,35
org.realityforge.vecmath,vecmath,0.08,1112,0,12
org.tallison.lucene,gramreaper,7.6-0.1,455330,0,6156
com.github.dreamhead,moco-runner,0.9,1801,7,68
com.helger,ph-bc,9.3.7,63,7,2
com.github.jobservice,job-service-scheduled-executor,2.7.0-440,725,0,11
org.lockss.laaws,lockss-core,1.0.0,228279,8,2457
org.jzenith,jzenith-postgresql,0.1,259,1,7
io.netty,netty-example,4.1.29.Final,10870,9,260
org.flowable,flowable-idm-engine,6.4.1,6597,15,148
io.fabric8,elasticsearch-zookeeper,1.3.2,2263,0,68
com.flowlogix,flowlogix-tapestry-gwt,2.1.6,270,0,7
org.opencms.modules,org.opencms.frontend.templateone.modules,8.0.1,372,0,3
com.github.mg365,mg-common,1.0.3,12742,1,168
com.powsybl,powsybl-ieee-cdf-model,3.1.0,1071,2,21
cn.miniants,core,1.0.0,1639,0,41
org.cloudfoundry,cloudfoundry-client-reactor,3.5.0.RELEASE,11831,11,171
io.buji,buji-pac4j-servlet,1.3.1,446,0,9
ml.zhangxujie,konfig-sdk-java,1.0.0,578,0,14
io.syndesis.rest,rest-credential,1.3.0-20180304,2567,2,70
com.mastfrog,netty-http-client,2.6.4,2940,6,62
net.sf.buildbox,releasator,1.0.0,6500,0,155
org.apache.jmeter,ApacheJMeter_components,3.2,21252,37,256
com.appaloosa-store,appaloosa-client,1.6,672,0,7
com.couchbase.client,kafka-connector,2.0.1,1076,0,29
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.api.datasets-asl,1.10.0,1436,2,25
org.keycloak,keycloak-servlet-filter-adapter,3.4.2.Final,427,18,8
io.debezium,debezium-testing-system,1.7.0.CR1,3598,0,104
com.github.yoojia,halo-upload,1.0.2,112,0,2
org.scalameta,mtags_2.13.2,0.9.0,57254,1,463
org.concordion,concordion,1.4.6,4441,40,142
fr.zebasto,shield-cas-realm,2.3.4,398,0,8
edu.colostate.omslab,csip-core,2.4.13,9701,0,100
com.statful.client,client-vertx,1.0.0-alpha-10,1682,0,32
com.consol.citrus,citrus-simulator-starter,1.0.3,5789,10,112
io.crnk,crnk-gen-typescript,2.5.20180305193047,3941,1,82
io.opensec,opensec-util,4.0.0,6553,0,138
org.fcrepo,fcrepo-integrationtest-core,3.5,12317,4,90
org.ikasan,ikasan-test,3.1.0,1674,23,40
com.graphql-java,graphql-java-extended-validation,0.0.2,2552,2,54
org.codehaus.plexus,plexus-utils,3.0.8,13815,32,102
org.springframework.social,spring-social-core,1.0.1.RELEASE,3578,86,116
org.keycloak,keycloak-spring-boot-adapter-core,6.0.0,358,3,9
org.codehaus.jet,jet-web,1.0-beta-3,771,1,16
org.ogema.widgets,widget-collection,2.2.0,14175,30,159
org.xbib,netty-http-common,4.1.52.1,2752,8,51
dev.zio,zio-kafka_2.12,0.15.0,5741,2,195
com.googlecode.struts2-conversation,struts2-junit4-plugin,1.7.2,1029,1,12
org.wicketstuff,jwicket-ui-sort,1.4.17.3,252,1,6
org.grails,grails-plugin-mimetypes,3.0.14,1174,5,23
org.openstreetmap.osmosis,osmosis-pgsnapshot,0.47,3799,0,68
io.mosip.idrepository,id-repository-credentials-feeder,1.2.0-prerel,0,0,58
org.guvnor,guvnor-structure-backend,7.0.0.CR1,2681,16,41
org.dreamcat,common-x,0.0.1.210127,7545,5,104
com.github.lailaik,halo-util,1.1.1,816,1,23
com.sandpolis,sandpolis-viewer-lifegem,6.1.0,3243,0,108
com.github.WangJi92,mybatis-sql-log,1.0.4,174,0,5
com.hp.autonomy.frontend.configuration,configuration-idol,3.2.1,1709,1,37
org.keycloak,keycloak-spring-security-adapter,3.4.2.Final,1441,22,32
com.ovea,jetty-session-redis,2.0.rc1,7038,0,120
com.github.vebqa,vebtal-api,0.9.3,505,2,17
pl.bristleback,action-validation,0.3.5,291,0,12
io.gitee.laoshirenggo,concise-mvc,1.2,589,0,26
com.identityx.auth,daon-http-digest-auth,5.1.0.7,6775,1,91
de.adorsys.xs2a.adapter,commerzbank-adapter,0.0.2,343,1,10
com.sclasen,play-extras_2.9.1,0.1.5,11333,0,249
org.rhq,rhq-enterprise-server,4.11.0,89296,47,970
io.github.berstanio,ghgsek2dsbparser,1.2.4,1188,0,14
org.molgenis,molgenis-data-rest-client,7.0.0-RC3,614,0,13
com.urswolfer.gerrit.client.rest,gerrit-rest-java-client,0.8.1,3170,2,139
de.agilecoders.wicket,wicket-bootstrap-less,0.10.3,482,5,14
cn.easyproject,easyshiro,2.1.1-RELEASE,1250,0,15
org.apache.tika,tika-parsers,1.24.1,50500,64,606
io.jboot,jboot,1.0-rc.4,40293,3,686
com.freedomotic,freedomotic-core,5.6,13137,6,223
se.tla.call-catcher,call-catcher-recorder,1.2.0,360,1,12
org.jasig.service.persondir,person-directory-impl,1.6.0,4661,3,83
org.eclipse.neoscada.protocols,org.eclipse.scada.protocol.ngp.common,0.3.0,1605,21,48
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.io.imscwb-asl,1.7.0,906,5,6
com.launchdarkly,launchdarkly-client,0.2.1,1203,2,30
io.provenance.classification.asset,client,0.0.3,4824,1,90
com.webank,weidentity-contract-java,1.2.0,2027,1,163
org.rapidoid,rapidoid-quick,5.1.1,46,4,3
com.github.cnlinjie,infrastructure,0.1,11774,0,166
com.daml,ledger-api-server_2.13,1.18.1,72629,0,1003
org.wicketstuff,jquery,1.4.17,2318,1,57
net.rossonet,ar4k-video,0.9.1003,691,1,9
org.keycloak,keycloak-saml-wildfly-adapter,6.0.1,453,4,11
net.javapla.jawn,jawn-core,0.9.4,8949,11,174
com.alibaba,dubbo-rpc-rest,2.6.5,722,3,22
org.xowl.toolkit,xowl-packaging-maven-plugin,2.1.0,769,0,6
org.apache.sentry,sentry-hdfs-namenode-plugin,2.0.0,1080,1,11
com.btmatthews.atlas,atlas-tenancy-support,1.0.1,173,0,6
org.stripesframework,stripes-web,2.0.0-EAP-3,13701,3,208
net.consensys.cava,cava-concurrent,0.3.1,1858,4,35
com.sirika.httpclienthelpers,httpclienthelpers-springsupport,0.3,203,2,5
io.mosip.resident,resident-service,1.1.3,0,0,239
com.lucidworks.spark,spark-solr,2.3.2,30784,3,433
org.grails,grails-gradle-model,3.0.13,52,2,2
org.apache.cocoon.sample,cocoon-sample,3.0.0-alpha-3,363,0,17
io.springfox,springfox-spring-webmvc,2.10.2,448,19,8
io.kcache,kcache-mapdb,3.4.5,148,3,2
com.ea.async,ea-async-maven-plugin,1.1.1,253,0,3
com.bbossgroups.pdp,bboss-pdp-fastwx,5.0.3.2,11260,1,248
org.flowable,flowable-ui-idm-rest,6.3.0,492,4,8
org.w3c,epubcheck,4.2.0,23270,1,425
org.bonitasoft.engine,bonita-client,7.9.1,974,2,18
org.zoxweb,zoxweb-core,2.0.3,41908,0,936
org.semantictools,semantictools-jsonld,1.17,6249,1,92
io.robe,robe-admin,0.5.0.0-1007,3829,0,60
com.blazegraph,bigdata-rdf-test,2.1.2,46047,3,671
org.fcrepo,fcrepo-client-admin,3.7.1,22187,3,352
com.yunmel.syncretic,snaker-spring-boot-starter,1.0.0,480,0,10
org.apache.jmeter,ApacheJMeter,2.9,190,8,5
com.networknt,audit,1.5.20,111,16,1
jp.co.ctc-g.jfw,jfw-test,1.0.0.0,549,4,10
net.lightapi,command-common,2.1.1,39,0,2
com.github.slashrootv200,retrofit-html-converter,0.0.1,43,0,2
com.github.psi-probe,psi-probe-core,3.5.3,20120,4,302
org.eclipse.rap,org.eclipse.rap.fileupload,3.2.0-M3,568,3,14
io.github.gitbucket,gitbucket_2.12,4.19.0,157717,1,953
com.cherokeesoft.fias.share,FiasShare,1.0.2,1347,0,6
org.scalatra,scalatra-fileupload_2.10,2.2.0-RC3,3438,1,23
com.yzk18,yzk18-docs,1.3,922,0,9
org.scalarelational,scalarelational-mariadb_2.11,1.3.0,411,0,4
de.julielab,jcore-opennlp-postag-ae,2.2.0,219,3,2
com.linecorp.centraldogma,centraldogma-client,0.17.0,1276,4,22
top.plong,ms-workable-flow-modeler,0.0.4,3677,0,42
de.dentrassi.maven,rpm,0.2.0,4666,0,76
org.apache.ambari,ambari-metrics-common,2.6.1.0.0,142312,1,2200
nl.bstoi.poiparser,PoiParser,3.3,1665,0,40
net.sf.openas2,openas2-server,2.10.1,14899,1,213
ch.epfl.lamp,dotty-language-server_0.6,0.6.0,1440,0,7
com.github.mrcritical,ironcache,2.0.0,1436,0,29
com.andretietz.retroauth,retroauth,2.3.2,405,3,18
org.molgenis,molgenis-data-excel,1.14.0,637,18,11
com.codota,codota-sdk-java,1.0.11,3133,0,88
com.jalalkiswani,smart-eis-desktop,0.0.9-4,40892,0,817
fr.univ-nantes.julestar,uima-toolbox,1.0,269,1,12
edu.illinois.cs,idflakies,1.0.0,3732,0,56
org.jbpm,jbpm-form-modeler-common,6.3.0.Beta1,1100,12,21
com.sangupta,jerry-core,1.3.0,3476,10,40
org.apache.any23,apache-any23-core,2.5,16173,14,266
org.cubeengine,logscribe-email,1.0.0,29,0,1
com.lumiomedical,lumio-etl,0.4,3761,0,119
club.zhcs,titans,2.0.7,4859,0,81
io.github.azhur,kafka-serde-play-json_2.12,0.6.3,294,0,7
de.knutwalker,ntparser_2.11,0.3.0,2872,2,31
org.tynamo.security,tynamo-federatedaccounts-pac4jbasedoauth,0.4.4,485,1,10
org.zalando,problem-spring-web,0.27.0-RC.0,843,37,47
org.groovymud,groovymud,0.3.4-alpha,4186,0,56
top.gabin,wx-pay-profits-sharing,1.4.6,8407,0,135
us.fatehi,schemacrawler-offline,14.21.02,459,2,5
com.vaushell,shaarli-java-api,1.0.0,594,1,3
org.mock-server,mockserver-integration-testing,5.8.0,6000,11,13
org.infinispan,infinispan-cachestore-rest,10.1.0.Beta1,1461,12,23
org.owasp,dependency-check-core,1.1.1,12074,9,201
com.lucidworks.spark,spark-solr,3.0.0-beta9,24712,3,386
com.powsybl,powsybl-gse-app,1.0.0,1469,2,19
org.teiid,vdb-maven-plugin,1.3,501,0,3
com.jianggujin,JModuleLinkMvc,1.0.1,4827,0,96
org.ikasan,ikasan-test,0.7.11,375,23,22
org.molgenis,molgenis-core,0.0.4,20603,54,320
com.bigchaindb,bigchaindb-driver,1.2,2631,0,74
org.tpolecat,doobie-postgres_2.12,0.5.2,32358,50,621
com.salesforce.storm,dynamic-spout,0.8.0,4993,0,75
io.streamthoughts,kafka-connect-filepulse-plugin,2.4.0,3036,0,43
org.xcmis,xcmis-restatom,1.3.0-RC1,6930,2,80
top.bayberry,bayberry-db,0.0.2,8096,2,63
com.foxinmy,weixin4j-mp-api,1.3,8757,0,134
org.apache.taglibs,taglibs-standard-impl,1.2.1,6411,393,124
org.ojbc.bundles.adapters,static-mock-adapter,1.0.7,36,0,1
com.diboot,diboot-components-msg,1.0,2702,0,58
org.thymeleaf.extras,thymeleaf-extras-tiles2-spring4,2.1.1.RELEASE,500,0,7
net.kenblair,configurable-beans-core,1.2.1,842,0,11
co.cask.hydrator,copybookreader-plugins,1.4.0,374,0,5
org.springframework.batch,spring-batch-admin-manager,1.2.2.RELEASE,4378,3,76
com.github.668mt.web,utils,1.0-RELEASE,4120,1,52
net.liftweb,lift-jpa_2.7.7,2.1-M1,22,0,5
se.vgregion.commons-util,commons-util-core-bc-composite-svc-ldap,3.14,942,6,13
org.apache.thrift,libthrift,0.7.0,7605,769,128
cn.home1,oss-lib-common,1.0.7.OSS,3260,0,84
com.googlecode.wicket-jquery-ui,jquery-ui-kendo,1.3.1,840,0,23
org.oiue,tools,1.0.0,28615,114,64
com.intenthq.pucket,pucket-avro_2.11,1.0.4,1477,0,36
com.bugvm,bugvm-templater,1.1.0,258,1,1
net.theblackchamber,commons-encryption,1.1.0,682,0,13
org.apache.solr,solr-core,6.3.0,153155,2447,2201
org.qi4j.library,org.qi4j.library.shiro-core,2.1,648,1,26
io.honeycomb,libhoney-java,0.0.1,983,0,11
xin.dayukeji,common,0.6.12,23466,0,451
org.microbean,microbean-jersey-netty,0.23.0,1702,1,33
com.code-spotter,codespotter-maven-plugin,1.1.484,9685,0,234
fr.janalyse,janalyse-ssh_2.12,0.10.4,12502,0,95
wiki.primo.generator,primo-generator-mybatis-plus-maven-plugin,1.2.2,1589,0,17
com.javiersc.kamp,scanner,0.1.0,8259,0,139
dev.j3ee,a8i,0.90,4510,0,67
ch.cern.hadoop,hadoop-yarn-services-core,3.2.1,21707,0,284
org.codelibs,elasticsearch-analysis-kuromoji-neologd,5.3.0,478,2,14
io.fabric8,kubernetes-client,4.6.2,23100,192,416
br.com.caelum,vraptor,3.5.2,16011,70,492
guru.nidi.atlassian.remote,simple-remote-atlassian,1.0.3,33017,1,183
org.apache.tapestry,tapestry-core,5.1.0.5,40074,10,1061
org.springframework,spring-web,5.3.6,52076,3936,1003
org.microbean,microbean-jersey-netty,0.20.0,1419,1,22
com.gu,pan-domain-auth-core_2.12,1.0.5,1237,3,13
